system,mp_id,icsd_ids,composition,e_above_hull,Spacegroup Number,solid_state_synthesized_composition,solid_state_synthesized_structure,sss_highest_temperature(K),sss_pressure(GPa),sss_atmosphere,sss_mixing_condition,sss_cooling_condition,sss_heating_step,single_crystal,sss_precursor,other_synthesis_method,reference,reference_year,comment,google_translate
La-Mo-O,mp-1199742,[82392],LaMo8O14,0.181462879,Pbcn,y,y,2220,,,{},"{""step1"": {""cool rate"": [{""value"": ""100"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [{""value"": ""1300"", ""unit"": ""K""}], ""remark"": []}, ""step2"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""furnace cool""], ""end temperature"": [""RT""], ""remark"": []}}",1,y,"La2O3, MoO3, Mo",,10.1107/S010827019600532X,1996,,FALSE
La-Nb-O,mp-560349,"[190728, 79481]",La3NbO7,0,Pnma,y,y,1773,AP,,"{""step1"": {""grind method"": [""wet ball milling""], ""wet/dry"": [""wet""], ""liquid"": []}}",{},1,,"La2O3, Nb2O5",,10.1016/j.jssc.2011.06.017,2011,,FALSE
La-Nb-O,mp-12287,[10058],La3NbO7,0.005940377,Cmcm,y,y,,,,{},{},,,,,10.1016/j.jssc.2011.06.017,2011,high temperature phase of mp-560349,FALSE
La-Nb-O,mp-1079978,[72567],LaNb2O7,0.210304094,P4/mmm,?,?,,,,{},{},,,,,,,ICSD 72567 contain hydrogen,N/A
La-Nb-O,mp-28155,[33783],LaNb5O14,0.02477561,Pbcm,y,y,1573,0,vacuum,{},{},1,,"La2O3, Nb2O5",,10.1134/S0020168507010153,2007,,FALSE
La-Nb-O,mp-29183,[82138],LaNb7O12,0,P2_1/c,y,y,1573,0,vacuum,{},{},1,,"Nb, NbO2, La2O3",,10.1006/jssc.1996.0147,1996,,FALSE
La-Nb-O,mp-28200,[36607],LaNb7O19,0.014795282,P321,n,n,,,,{},{},,,"Nb2O5, LaOCl, Cl",chemical transport reaciton,10.1002/zaac.19916020112,1991,,TRUE
La-Nb-O,mp-542724,"[430894, 430893, 430891, 430884, 430889, 430888, 430895, 430885, 430887, 430897, 430896, 430892, 430886, 430890, 100835, 61014, 81616, 73390, 262599, 10123, 20406, 81617, 173632, 61012, 61013]",LaNbO4,0.001055801,C2/c,y,y,1773,AP,,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""ethanol""]}}","{""step1"": {""cool rate"": [{""value"": ""60"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",2,,,,10.1016/j.ssi.2011.06.012,2012,doped: Ga 1%,FALSE
La-Nb-O,mp-5295,"[239205, 430904, 430898, 239206, 430900, 430899, 430901, 239204, 430903, 239203, 239202, 239201, 430905, 430902, 81618, 37138, 37139]",LaNbO4,0,I4_1/a,y,y,,,,{},{},,,,,10.1111/jace.13095,2014,high temperature phase of mp-542724,FALSE
La-Ni-O,mp-554186,[82954],La2Ni2O5,0.219256716,P2_1/c,n,?,,,,{},{},,,,,10.4028/www.scientific.net/MSF.228-231.747,1996,other refinement of mp-19073,FALSE
La-Ni-O,mp-19073,"[74581, 85212]",La2Ni2O5,0.151644232,C2/c,n,n,,,,{},{},,,LaNiO3,reduction,10.1039/C39850000007,1985,,FALSE
La-Ni-O,mp-21326,"[98560, 169445, 16740, 69172, 44121, 201940, 33536, 98561, 2569, 56317, 1179, 78338, 98562, 158830, 93921]",La2NiO4,0.31727686,I4/mmm,y,?,1573,AP,,{},{},,,"La2O3, NiO",,10.1016/0022-4596(87)90334-3,1987,off-stoichiometric (according to later papers),FALSE
La-Ni-O,mp-20143,"[69755, 67838, 69754, 56318, 63398, 69752, 50244]",La2NiO4,0.048803247,Cmce,y,y,1393,,"O2,N2","{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": [""isoamyl alcohol""]}}","{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""slow cooling""], ""end temperature"": [""RT""], ""remark"": []}}",2,,"La2O3, NiO",,10.1103/PhysRevB.40.2187,1989,,FALSE
La-Ni-O,mp-21874,"[63396, 65920, 69753, 56319]",La2NiO4,0.046877781,P4_2/ncm,y,y,,,,{},{},,,,,10.1088/0953-8984/3/19/002,1991,low temperature phase of mp-20143,FALSE
La-Ni-O,mp-551749,[249209],La3Ni2O6,0.219109684,I4/mmm,n,n,,,,{},{},,,"La3Ni2O7, CaH2",reduction,10.1021/ja063031o,2006,,FALSE
La-Ni-O,mp-18926,"[91142, 91141]",La3Ni2O7,0.023434482,Cmcm,y,y,1373,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}","{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",2,,"La2O3, NiO",,10.1006/jssc.2000.8721,2000,off-stoichiometric; mp-558316 paper mention their solid state synthesis attempt failed,FALSE
La-Ni-O,mp-558316,[91143],La4Ni3O10,0.228538007,Cmce,?,?,1353,AP,,{},{},1,,"La2O3, NiO",,10.1039/A702424J,1997,uncertain phase percentage,FALSE
La-Ni-O,mp-19298,[80279],La4Ni3O10,0.069370263,I4/mmm,?,?,,,,{},{},,,"La2O3, NiO",precursor,10.1006/jssc.1995.1269,1995,old refinement of mp-558316,FALSE
La-Ni-O,mp-557939,[173372],La4Ni3O8,0.380779764,I4/mmm,n,n,,,,{},{},,,La4Ni3O10-x,reduction,10.1021/ic701480v,2007,,FALSE
La-Ni-O,mp-556203,"[73921, 73922]",La8Ni4O17,0.187934425,C2,n,n,,,,{},{},,,La2NiO4.14,electrochemical oxidation,10.1006/jssc.1993.1292,1993,,FALSE
La-Ni-O,mp-20392,"[153058, 47123]",LaNiO2,0.433272519,P4/mmm,n,n,,,,{},{},,,LaNiO3,reduction,10.1016/j.jssc.2005.01.023,2005,,FALSE
La-Ni-O,mp-19339,"[173477, 93919, 67714, 91042, 67717, 187088, 67715, 187087, 84933, 67716]",LaNiO3,0,R-3c,y,y,1123,,O2,{},{},1,,,,10.1103/PhysRevB.46.4414,1992,ref 11: 10.1016/0022-4596(91)90077-U,FALSE
La-Os-O,mp-27330,[10104],La3Os2O10,0,C2/m,y,y,1173,0,vacuum,{},{},1,,"KClO3, La2O3, Os",,10.1016/0022-4596(79)90210-X,1979,,FALSE
La-Os-O,mp-31353,[59664],La3OsO7,0.016949079,Cmcm,y,y,1173,0,vacuum,{},"{""step1"": {""cool rate"": [], ""cool time"": [{""value"": ""1"", ""unit"": ""day""}], ""cool medium"": [], ""cool type"": [], ""end temperature"": [{""value"": ""500"", ""unit"": ""C""}], ""remark"": []}, ""step2"": {""cool rate"": [], ""cool time"": [{""value"": ""5"", ""unit"": ""hour""}], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",2,,"KClO3, La2O3, OsO2",,10.1006/jssc.2002.9640,2002,inhomogeneous,FALSE
La-Os-O,mp-541612,[100099],La4Os6O19,0,I23,y,y,1173,0,vacuum,{},{},1,,"KClO3, La2O3, OsO2",,10.1016/0025-5408(77)90087-3,1977,inhomogeneous,TRUE
La-Pd-O,mp-560340,[65031],La2Pd2O5,0,P4_2/m,y,y,1343,AP,,{},{},1,,"La2O3, PdO",,10.1021/ja016522b,2001,inhomogeneous,FALSE
La-Pd-O,mp-8672,[40262],La2PdO4,0.054599168,I4/mmm,?,?,,,,{},{},,,,,,,might be old refinement of mp-9210,N/A
La-Pd-O,mp-31031,[65032],La4PdO7,0.025212195,C2/m,y,y,1353,AP,,{},{},1,,"La2O3, PdO",,10.1107/S0108768188008419,1988,,FALSE
La-Pd-O,mp-9210,[79340],LaPd2O4,0,I4_1/a,y,y,1173,2,,{},"{""step1"": {""cool rate"": [], ""cool time"": [{""value"": ""2"", ""unit"": ""min""}], ""cool medium"": [], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"La2O3, KClO3, PdO",,10.1006/jssc.1995.1029,1995,,FALSE
La-Pd-O,mp-16415,[93099],LaPdO3,0,Pnma,n,n,,,,{},{},,,"KClO3, La2Pd2O5",oxidation,10.1021/ja016522b,2001,,FALSE
La-Re-O,mp-27539,[81],La2ReO5,0,I4/m,?,?,,,,{},{},,,,,10.1107/S056774087600561X,1976,insufficent information,FALSE
La-Re-O,mp-29326,[202001],La3Re2O10,0,C2/m,y,y,1323,0,vacuum,{},{},1,,"La2O3, ReO3, Re",,10.1021/ic701011r,2007,,FALSE
La-Re-O,mp-540878,[30535],La3Re2O9,0.006697311,P-1,y,y,1673,0,vacuum,{},{},1,,"La2O3, ReO2",,10.1107/S056774087801153X,1978,,TRUE
La-Re-O,mp-504831,[38323],La3ReO8,0,P2_1/m,y,?,,,,{},{},,,,,10.1002/zaac.19845100308,1984,"other phase of ICSD 32022, which can be synthesized via solid state synthesis: 10.1016/0022-4596(79)90232-9; uncertain phase percentage",FALSE
La-Re-O,mp-4802,"[22207, 36083]",La4Re6O19,0,I23,y,y,1273,0,vacuum,{},{},1,,"La2O3, ReO3, Re",,10.1107/S0567740868004498,1968,inhomogeneous; from abstract,FALSE
La-Rh-O,mp-5163,"[172347, 172353]",LaRhO3,0,Pnma,y,y,1273,,O2,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"Rh2O3, La2O3",,10.1111/j.1151-2916.1995.tb08821.x,1995,,FALSE
La-Ru-O,mp-5299,"[96357, 170765, 262719]",La2RuO5,0.039455142,P2_1/c,y,y,1423,AP,,{},{},1,,"La2O3, RuO2",,10.1107/S010827010501509X,2005,,FALSE
La-Ru-O,mp-1202241,[170766],La2RuO5,0.036650149,P-1,y,y,,,,{},{},,,,,10.1107/S010827010501509X,2005,low temperature phase of mp-5299,FALSE
La-Ru-O,mp-5032,"[100517, 2206]",La3Ru3O11,0.003480153,Pn-3,y,y,1173,0,vacuum,{},{},1,,"La2O3, Ru, KClO3",,10.1016/0025-5408(78)90043-0,1978,from abstract,FALSE
La-Ru-O,mp-554824,[59593],La3RuO7,0.044625273,P2_1/c,y,y,1373,AP,,{},{},2,,"La2O3, RuO2",,10.1006/jssc.2002.9551,2002,"beta phase; other phase of mp-3222, which can be synthesized via solid state synthesis at lower temperature",FALSE
La-Ru-O,mp-3222,"[416718, 91746]",La3RuO7,0.024944176,Cmcm,y,y,1523,,O2,{},{},3,,"La2O3, RuO2",,10.1016/S0025-5408(00)00188-4,2000,alpha phase,FALSE
La-Ru-O,mp-541611,[100098],La4Ru6O19,0,I23,y,y,1173,0,vacuum,{},{},1,,"KClO3, La2O3, RuO2",,10.1016/0025-5408(77)90087-3,1977,,TRUE
La-Ru-O,mp-555890,[91290],La7Ru3O18,0,R-3c,y,y,1173,AP,,{},{},3,,"La2O3, RuO2",,10.1006/jssc.2000.8933,2000,,FALSE
La-Ru-O,mp-559854,[1660],La8Ru4O21,0.007861903,P6_3cm,n,n,,,,{},{},,,"KCl, NaClO3, La2O3, RuO2",flux,10.1016/0022-4596(78)90027-0,1978,inhomogeneous,FALSE
La-Ru-O,mp-20472,[75569],LaRuO3,0.046262066,Pnma,y,y,1573,2,,{},{},1,,"La2O3, RuO2, Ru",,10.1016/0025-5408(94)90151-1,1994,inhomogeneous,FALSE
La-Sb-O,mp-1190600,"[246732, 188501]",La3SbO7,2.17E-05,Cmcm,y,y,1773,AP,,"{""step1"": {""grind method"": [""pestle and mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"La2O3, Sb2O5",,10.1016/j.jssc.2013.05.001,2013,excess Sb2O5,FALSE
La-Sb-O,mp-542503,[414019],La9Sb5O5,0,P4/n,y,y,1770,,Ar,{},"{""step1"": {""cool rate"": [{""value"": ""50"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",2,,"La, Sb, Sb2O3",,10.1002/zaac.200400228,2004,,TRUE
La-Sb-O,mp-31418,[55720],LaSb3O9,0,Cmcm,y,y,1173,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},2,,"La(NO3)3·xH2O, Sb2O5",,10.1039/B307496J,2003,,FALSE
La-Sb-O,mp-1190427,[194550],LaSbO4,0,P2_1/c,y,y,,,,"{""step1"": {""grind method"": [""pestle and mortar""], ""wet/dry"": [], ""liquid"": []}}",{},,,"La2O3, Sb2O5",,10.1021/cm502504b,2014,,FALSE
La-Sc-O,mp-31116,"[99538, 237284]",LaScO3,0,Pnma,y,y,1673,,air;O2,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": [""acetone""]}}",{},1,,"La2O3, Sc2O3",,10.1021/jp310878b,2013,,FALSE
La-Se-O,mp-558535,"[409927, 424095]",La10Se14O,0,I4_1/acd,n,n,,,,{},{},,,"La, Se, SeO2, CsCl",flux,10.3390/cryst2031136,2012,,FALSE
La-Se-O,mp-1201286,[62563],La2Se3O24,0.629922973,C2/c,?,?,,,,{},{},,,,,,,ICSD 62563 contain hydrogen,N/A
La-Se-O,mp-4350,"[280203, 410952]",La2Se3O9,0,Pnma,n,n,,,,{},{},,,"H2SeO3, LiOH, H2O, La(NO3)3·H2O",hydrothermal,10.1107/S0108270100003164,2000,,FALSE
La-Se-O,mp-7233,[25804],La2SeO2,0,P-3m1,?,?,1273,,,{},{},,,"La2Se3, La2O3",,10.1016/0025-5408(90)90012-Q,1990,insufficent information: not sure if it's refering to the same compound or starting composition,TRUE
La-Se-O,mp-4412,"[14308, 419128]",La4Se3O4,0,Amm2,y,y,1023,0,vacuum,{},"{""step1"": {""cool rate"": [{""value"": ""5"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",1,,"La, Se, SeO2",,10.1021/ic800233c,2008,inhomogeneous,FALSE
La-Se-O,mp-1199322,[71559],LaSe2O6,0.081256408,Pca2_1,?,?,,,,{},{},,,,,,,ICSD 71559 contain hydrogen,N/A
La-Se-O,mp-1203318,[83599],LaSe2O9,0.350989347,P2_1/c,?,?,,,,{},{},,,,,,,ICSD 83599 contain hydrogen,N/A
La-Sn-O,mp-4086,"[82956, 153813, 167144, 24195]",La2Sn2O7,0,Fd-3m,y,y,1823,AP,,{},"{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [""air""], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"La2O3, SnO2",,10.1139/v68-148,1968,,FALSE
La-Ta-O,mp-1104362,[163594],La2Ta2O9,0.12259375,C2/m,?,?,,,,{},{},,,,,,,ICSD 163594 contain hydrogen,N/A
La-Ta-O,mp-31415,"[109059, 55655]",La3TaO7,0,Cmcm,y,y,1873,AP,,{},{},1,,"Ta2O5, La2O3",,10.1088/0953-8984/16/23/025,2004,,FALSE
La-Ta-O,mp-1102291,[168909],La3TaO7,0.01712018,Cmmm,y,?,,,,{},{},,,,,10.1016/j.crci.2010.07.009,2010,modelling of mp-31415,FALSE
La-Ta-O,mp-5308,"[62034, 66283]",LaTa3O9,0.012248936,Pnma,y,y,1773,AP,,{},{},1,,"La2O3, Ta2O5",,10.2497/jjspm.40.701,1993,,FALSE
La-Ta-O,mp-14485,[60837],LaTa7O19,0,P-6c2,y,y,1573,AP,,{},{},1,,"La2O3, Ta2O5",,10.1246/cl.130216,2013,inhomogeneous,FALSE
La-Ta-O,mp-4421,"[238800, 173630, 415429, 20043]",LaTaO4,0,P2_1/c,y,y,,,,{},{},,,,,10.1039/C4DT03721A,2015,"other phase of mp-3998, which can be synthesized via solid state synthesis: 10.1039/C1DT10783F",FALSE
La-Ta-O,mp-3998,"[238803, 238801, 238802, 97688, 26435, 173631]",LaTaO4,0.009266455,Cmc2_1,y,y,1723,AP,,"{""step1"": {""grind method"": [""ball milling"", ""pestle and mortar""], ""wet/dry"": [], ""liquid"": []}}",{},2,,"La2O3, Ta2O5",,10.1039/C4DT03721A,2015,inhomogeneous,FALSE
La-Ta-O,mp-1202027,"[165534, 165533]",LaTaO4,0.022111621,Pbca,y,n,,,,{},{},,,,decomposition,10.1021/cm9020645,2009,other phase of mp-3998,FALSE
La-Te-O,mp-31249,[413651],La2Te4O11,0,C2/c,y,y,923,,,{},{},1,,"La2O3, TeO2",,10.1016/j.jnucmat.2006.09.006,2007,,FALSE
La-Te-O,mp-4547,"[27004, 89557]",La2TeO2,0,I4/mmm,n,n,,,,{},{},,,"La2O3, Te, H2",chemical transport reaciton,10.1016/j.materresbull.2007.03.008,2008,,FALSE
La-Te-O,mp-17350,[62134],La2TeO6,0,P2_12_12_1,y,y,1173,AP,,{},{},3,,"La2O3, TeO2",,10.1016/j.arabjc.2016.06.010,2019,,FALSE
La-Ti-O,mp-12192,[4132],La2Ti2O7,0,Pna2_1,y,?,,,,{},{},,,,,10.1016/j.materresbull.2007.07.010,2008,might be old refinement or other phase of mp-559768,FALSE
La-Ti-O,mp-8154,[32537],La2Ti2O7,0.008106922,Cmc2_1,y,y,,,,{},{},,,,,10.1107/S0567740882002994,1982,high temperature phase of mp-559768,FALSE
La-Ti-O,mp-559768,"[5416, 1950]",La2Ti2O7,0.000415269,P2_1,y,y,1423,AP,,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""alcohol""]}}",{},1,,"La2O3, TiO2",,10.1111/j.1151-2916.1991.tb06857.x,1991,,FALSE
La-Ti-O,mp-4423,"[164027, 153816]",La2Ti2O7,0.050321476,Fd-3m,y,?,,,,{},{},,,,,10.1557/jmr.2009.0152,2009,modelling of cubic pyrochlore La2Ti2O7,FALSE
La-Ti-O,mp-18051,"[195207, 261167, 262618, 28277, 247559]",La2TiO5,0,Pnma,y,y,1723,AP,,{},{},2,,"La2O3, TiO2",,10.1016/j.jssc.2010.09.014,2010,,FALSE
La-Ti-O,mp-3249,[91952],La4Ti3O12,0.037088697,R-3,y,y,1673,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": [""acetone""]}}","{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [""air""], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"La2O3, TiO2",,10.1016/S0955-2219(99)00270-8,2000,,FALSE
La-Ti-O,mp-560383,[80052],La4Ti9O24,0.001281261,Fddd,y,y,1273,AP,,{},{},1,,"Bi2O3, La2O3, TiO2",,10.1016/0022-3697(95)00062-3,1995,Bi2O3 as mineralizer,FALSE
La-Ti-O,mp-28801,[72987],La5Ti4O15,0.065437761,P-3c1,?,?,,,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},,,"La4Ti3O12, LaTiO3",,"European Journal of Solid State and Inorganic Chemistry 30, 521 (1993)",1993,insufficient information: uncertain phase percentage,FALSE
La-Ti-O,mp-558371,[281282],La5Ti5O17,0,P2_1/c,n,n,,,,{},{},,,"La2O3, TiO2",from melt,10.1107/S0108270102023612,2003,,FALSE
La-Ti-O,mp-29045,[80598],La5Ti5O17,0.005615395,Pmn2_1,n,?,,,,{},{},,,,,10.1107/S0108270102023612,2003,old refinement of mp-558371,FALSE
La-Ti-O,mp-8020,[28908],LaTiO3,0.067584252,Pm-3m,y,?,,,,{},{},,,,,10.1021/ja01652a044,1954,old refinement of mp-22013,FALSE
La-Ti-O,mp-22013,"[98414, 63572, 98416, 8146, 156365, 63573, 63575, 63571, 181740, 63574, 20901, 181820]",LaTiO3,0.025448955,Pnma,y,y,1573,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}","{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""furnace cool""], ""end temperature"": [""RT""], ""remark"": []}}",2,,"La2O3, Fe2O3",,10.1039/C6RA22168H,2016,doped: Fe 5%,FALSE
La-Tl-O,mp-29257,[200088],LaTlO3,0.15620148,P6_3mc,y,y,873,,N2;O2,{},{},1,,"TlNO3, La2O3",,"Revue de Chimie Minerale 14, 435 (1977)",1977,,TRUE
La-Tm-O,mp-13374,[419665],LaTmO3,0.020477682,Pnma,y,y,1723,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"La2O3, Tm2O3",,10.1016/j.jssc.2015.03.026,2015,,FALSE
La-U-O,mp-19992,[202585],La6UO12,0,R-3,y,y,1473,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}","{""step1"": {""cool rate"": [], ""cool time"": [{""value"": ""3"", ""unit"": ""day""}], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",1,,"La2O3, U3O8",,10.1016/0022-4596(88)90146-6,1988,,FALSE
La-V-O,mp-29041,[80519],La11V4O26,0.006411374,P-1,n,n,,,,{},{},,,"La2O3, V2O5",from melt,10.1016/0925-8388(94)90115-5,1994,,TRUE
La-V-O,mp-29855,[411084],LaV3O9,0.025270702,P2_1/m,n,n,,,,{},{},,,"LaCl3, La2(SO4)3, V2O5, NaVO3",hydrothermal,10.1006/jssc.2000.8717,2000,,FALSE
La-V-O,mp-19350,"[73899, 73900, 86557, 185831, 63520, 86554, 73901, 73898]",LaVO3,0,Pnma,y,y,1473,,"CO2,H2",{},{},1,,"La2O3, V2O5",,10.1016/0025-5408(79)90048-5,1979,,FALSE
La-V-O,mp-19053,[28925],LaVO3,0.346747041,Pm-3m,y,?,,,,{},{},,,,,10.1021/ic701969q,2008,old refinement of mp-19350,FALSE
La-V-O,mp-19162,[411083],LaVO4,0,I4_1/amd,y,n,,,,{},{},,,,hydrothermal,10.1006/jssc.2000.8717,2000,other phase of mp-18989,FALSE
La-V-O,mp-18989,"[400, 155240, 191452, 191451, 8294]",LaVO4,0.035601439,P2_1/c,y,y,1523,AP,,{},{},3,,"La2O3, V2O5",,10.1016/j.matlet.2005.09.016,2006,,FALSE
La-W-O,mp-30162,[93721],La2W2O9,0.014632942,P-1,y,y,1373,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},2,,"La2O3, WO3",,10.1006/jssc.2001.9189,2001,,FALSE
La-W-O,mp-16808,"[193382, 78180]",La2W3O12,0.01628162,C2/c,y,y,1223,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"La2O3, WO3",,10.3938/jkps.64.104,2014,doped: Eu 2%,FALSE
La-W-O,mp-1202686,[183485],La2WO6,0.013976448,Pmn2_1,y,y,,,,{},{},,,,,10.1021/cg201010y,2011,alpha phase; high temperature phase of mp-554597,FALSE
La-W-O,mp-554597,[246256],La2WO6,0.03033494,P2_12_12_1,y,y,1673,AP,,{},"{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""no particular method""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"La2O3, WO3",,10.1016/j.jssc.2008.09.010,2009,inhomogeneous,FALSE
La-Y-O,mp-10429,[419666],LaYO3,0.039015534,Pnma,y,y,1673,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},5,,"La2O3, Y2O3",,10.2109/jcersj1950.84.971_342,1976,,FALSE
La-Yb-O,mp-22530,"[30399, 15093]",LaYbO3,0.12803348,Pna2_1,y,?,,,,{},{},,,,,10.1111/j.1551-2916.2007.01549.x,2007,"old refinement of LaYbO3, which can be synthesized via solid state synthesis",FALSE
La-Zr-O,mp-557453,"[184089, 184099, 184090, 184100, 184092, 184097, 184098, 184101, 173795, 184091, 184094, 184095, 184093, 184096, 184102]",La2Zr2O7,0.382827748,Fd-3m,y,?,,,,{},{},,,,,10.1016/j.jallcom.2012.02.077,2012,other refinement of mp-4974; some were at high temperature,FALSE
La-Zr-O,mp-4974,"[51573, 154752, 153222, 15165, 159321, 150206, 153814, 248878]",La2Zr2O7,0,Fd-3m,y,y,1773,AP,,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""acetone""]}}","{""step1"": {""cool rate"": [{""value"": ""3000"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",1,,"La2O3, ZrO2",,10.1016/j.jssc.2004.12.030,2005,,FALSE
Li-Ag-O,mp-27227,[4204],LiAg3O2,0,Ibam,y,y,773,0.035,O2,{},{},1,,"Li2O, Ag2O",,10.1515/znb-1975-11-1207,1975,,TRUE
Li-Al-O,mp-15960,[42697],Li5AlO4,0,Pbca,y,y,1023,AP,,{},{},2,,"Li2O, Al2O3",,10.1016/0025-5408(76)90169-0,1976,alpha phase,FALSE
Li-Al-O,mp-7535,"[16229, 1037]",Li5AlO4,0.025119035,Pmmn,y,y,1013,,,{},{},1,,"Li2O, Al2O3",,10.1002/zaac.19774300119,1977,"beta phase; other phase of mp-15960, which can be synthesized via solid state synthesis",TRUE
Li-Al-O,mp-3427,"[430357, 430358, 430359, 430184, 23815, 30249]",LiAlO2,0,P4_12_12,y,y,1373,AP,,{},"{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [""air""], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"Li2CO3, Al2O3",,10.1021/acs.chemmater.5b04608,2016,gamma phase,FALSE
Li-Al-O,mp-8001,[28288],LiAlO2,0.015758486,R-3m,y,y,,,,{},{},,,,,10.1063/1.1727203,1966,alpha phase; high temperature/pressure phase of mp-3427,FALSE
Li-As-O,mp-9197,[75927],Li3AsO4,0,Pmn2_1,y,y,1273,AP,,{},"{""step1"": {""cool rate"": [{""value"": ""300"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",3,,"Li2CO3, As2O5",,10.1080/01411599308213212,1993,,FALSE
Li-As-O,mp-1102163,[181883],Li8AsO3,0.29104231,Pm-3m,?,?,,,,{},{},,,,,10.1016/j.ssc.2011.05.002,2011,modelling of Li2O0.75As0.25,FALSE
Li-As-O,mp-9657,[202862],LiAsO3,0,R-3,n,n,,,,{},{},,,"Li3AsO4, H5As3O10",hydrothermal,10.1016/0022-4596(89)90135-7,1989,,TRUE
Li-As-O,mp-559767,[16617],LiAsO3,0.035765514,C2/c,n,n,,,,{},{},,,,,10.1016/0022-4596(89)90135-7,1989,other phase of mp-9657,FALSE
Li-Au-O,mp-7471,[15113],Li3AuO3,0,P4_2/mnm,y,y,823,,O2,{},{},1,,"Li2O, Au2O3",,10.1002/zaac.19703750107,1970,,TRUE
Li-Bi-O,mp-28510,[40245],Li3BiO3,0,P-1,y,y,723,,Ar,"{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"Li2O, Bi2O3",,10.1016/j.ssi.2015.10.016,2015,,FALSE
Li-Bi-O,mp-557738,[109087],Li3BiO4,0.002322106,P4_2/mnm,y,y,798,AP,,"{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"Li2O, Bi2O3",,10.1016/j.ssi.2015.10.016,2015,,FALSE
Li-Bi-O,mp-29365,[203031],Li5BiO5,0,Cm,y,y,923,AP,,"{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"Li2O, Bi2O3",,10.1016/j.ssi.2015.10.016,2015,,FALSE
Li-Bi-O,mp-1102865,[181885],Li8BiO3,0.448523667,Pm-3m,?,?,,,,{},{},,,,,10.1016/j.ssc.2011.05.002,2011,modelling of Li2O0.75Bi0.25,FALSE
